COMMUNE_CODE,PARC_2011,PARC_2022,evo_11_22
04112,0,193,inf
04113,0,1,inf
04116,0,24,inf
04121,0,1,inf
04122,0,5,inf
04123,0,6,inf
04124,0,1,inf
04126,0,1,inf
04127,0,1,inf
04128,0,3,inf
04130,0,1,inf
04133,0,1,inf
04134,0,1,inf
04135,0,6,inf
04136,0,2,inf
04138,0,3,inf
04139,0,1,inf
04140,0,0,
04141,0,1,inf
04143,0,39,inf
04145,0,11,inf
04148,0,1,inf
04149,0,11,inf
04151,0,4,inf
04152,0,40,inf
04156,0,1,inf
04157,0,5,inf
04158,0,2,inf
04159,0,1,inf
04160,0,17,inf
04161,0,1,inf
04162,0,2,inf
04163,0,3,inf
04166,0,12,inf
04167,0,1,inf
04172,0,3,inf
04173,0,7,inf
04174,0,2,inf
04176,0,2,inf
04178,0,6,inf
04179,0,1,inf
04181,0,1,inf
04182,0,2,inf
04183,0,2,inf
04184,0,1,inf
04188,0,5,inf
04189,0,2,inf
04190,0,1,inf
04192,0,11,inf
04195,0,3,inf
04197,0,33,inf
04200,0,7,inf
04201,0,1,inf
04202,0,1,inf
04203,0,1,inf
04204,0,3,inf
04205,0,3,inf
04206,0,2,inf
04207,0,2,inf
04208,0,8,inf
04209,0,49,inf
04216,0,3,inf
04217,0,1,inf
04218,0,1,inf
04220,0,2,inf
04224,0,0,
04226,0,3,inf
04230,0,27,inf
04231,0,1,inf
04233,0,0,
04234,0,0,
04235,0,1,inf
04240,0,1,inf
04241,0,0,
04242,0,32,inf
04244,0,8,inf
04245,0,20,inf
05001,0,1,inf
05003,0,4,inf
05004,0,3,inf
05006,0,11,inf
05007,0,1,inf
05008,0,1,inf
05009,0,1,inf
05010,0,1,inf
05012,0,4,inf
05013,0,0,
05014,0,1,inf
05016,0,5,inf
05017,0,20,inf
05018,0,4,inf
05021,0,2,inf
05022,0,2,inf
05023,0,43,inf
05025,0,2,inf
05029,0,6,inf
05032,0,1,inf
05036,0,2,inf
05037,0,11,inf
05038,0,4,inf
05039,0,4,inf
05040,0,13,inf
05045,0,7,inf
05046,0,39,inf
05047,0,3,inf
05048,0,2,inf
05049,0,1,inf
05050,0,6,inf
05052,0,1,inf
05053,0,4,inf
05054,0,4,inf
05055,0,2,inf
05056,0,1,inf
05057,0,1,inf
05058,0,5,inf
05059,0,5,inf
05060,0,2,inf
05061,2,265,13150.0
05063,0,1,inf
05064,0,1,inf
05065,0,4,inf
05068,0,3,inf
05070,0,17,inf
05071,0,2,inf
05072,0,2,inf
